"","Fiscal.Year","SinceFirstFiscalYear","ServicesCategory.sum","SubCustomer.component","USDATL","Obligation.2014"
"64",2008-09-30,1,"Products (All)","MDA","YOUNG",2.07472885032538e-05
"65",2008-09-30,1,"Products (All)","Additional
DoD
Components","YOUNG",0.11947181791757
"66",2008-09-30,1,"R&D","Army","YOUNG",0.111326580368764
"67",2008-09-30,1,"R&D","Navy","YOUNG",0.109649286572668
"68",2008-09-30,1,"R&D","Air Force","YOUNG",0.0488453769414317
"69",2008-09-30,1,"R&D","DLA","YOUNG",3.36225596529284e-05
"70",2008-09-30,1,"R&D","MDA","YOUNG",0.00632767678958785
"71",2008-09-30,1,"R&D","Additional
DoD
Components","YOUNG",0.0221888400650759
"72",2008-09-30,1,"Services (Non-R&D)","Army","YOUNG",1.32803296772234
"73",2008-09-30,1,"Services (Non-R&D)","Navy","YOUNG",1.64259730693059
"74",2008-09-30,1,"Services (Non-R&D)","Air Force","YOUNG",1.15241279244035
"75",2008-09-30,1,"Services (Non-R&D)","DLA","YOUNG",0.10330946845987
"76",2008-09-30,1,"Services (Non-R&D)","MDA","YOUNG",0.00080381453362256
"77",2008-09-30,1,"Services (Non-R&D)","Military
Health","YOUNG",0.0597292567895878
"78",2008-09-30,1,"Services (Non-R&D)","Additional
DoD
Components","YOUNG",1.13131968393709
"79",2008-09-30,1,"Unlabeled","Army","YOUNG",0
"80",2008-09-30,1.08493150684932,"Products (All)","Army","YOUNG",2.64585472603037
"81",2008-09-30,1.08493150684932,"Products (All)","Navy","YOUNG",0.623724832624729
"82",2008-09-30,1.08493150684932,"Products (All)","Air Force","YOUNG",0.40524884005423
"83",2008-09-30,1.08493150684932,"Products (All)","DLA","YOUNG",1.72155838416486
"84",2008-09-30,1.08493150684932,"Products (All)","MDA","YOUNG",0.000784265726681128
"85",2008-09-30,1.08493150684932,"Products (All)","Additional
DoD
Components","YOUNG",0.103938152700651
"86",2008-09-30,1.08493150684932,"R&D","Army","YOUNG",0.105776150097614
"87",2008-09-30,1.08493150684932,"R&D","Navy","YOUNG",0.0582421717462039
"88",2008-09-30,1.08493150684932,"R&D","Air Force","YOUNG",0.153176480206074
"89",2008-09-30,1.08493150684932,"R&D","DLA","YOUNG",0.000479580260303688
"90",2008-09-30,1.08493150684932,"R&D","MDA","YOUNG",0.00663119197396963
"91",2008-09-30,1.08493150684932,"R&D","Additional
DoD
Components","YOUNG",0.0275645289696312
"92",2008-09-30,1.08493150684932,"Services (Non-R&D)","Army","YOUNG",1.87573305903471
"93",2008-09-30,1.08493150684932,"Services (Non-R&D)","Navy","YOUNG",1.17974394570499
"94",2008-09-30,1.08493150684932,"Services (Non-R&D)","Air Force","YOUNG",0.868164850379609
"95",2008-09-30,1.08493150684932,"Services (Non-R&D)","DLA","YOUNG",0.0558214405422993
"96",2008-09-30,1.08493150684932,"Services (Non-R&D)","MDA","YOUNG",0.00528968438177874
"97",2008-09-30,1.08493150684932,"Services (Non-R&D)","Military
Health","YOUNG",0.0506763912147505
"98",2008-09-30,1.08493150684932,"Services (Non-R&D)","Additional
DoD
Components","YOUNG",0.627905243286334
"99",2008-09-30,1.08493150684932,"Unlabeled","Army","YOUNG",0
"100",2008-09-30,1.08493150684932,"Unlabeled","Additional
DoD
Components","YOUNG",5.99621908893709e-05
"101",2008-09-30,1.16712328767123,"Products (All)","Army","YOUNG",7.29667147781996
"102",2008-09-30,1.16712328767123,"Products (All)","Navy","YOUNG",2.30231427571584
"103",2008-09-30,1.16712328767123,"Products (All)","Air Force","YOUNG",1.06650734183297
"104",2008-09-30,1.16712328767123,"Products (All)","DLA","YOUNG",3.26755283798265
"105",2008-09-30,1.16712328767123,"Products (All)","Additional
DoD
Components","YOUNG",0.106638033698482
"106",2008-09-30,1.16712328767123,"R&D","Army","YOUNG",0.220858807505423
"107",2008-09-30,1.16712328767123,"R&D","Navy","YOUNG",0.208526869468547
"108",2008-09-30,1.16712328767123,"R&D","Air Force","YOUNG",0.345066952321041
"109",2008-09-30,1.16712328767123,"R&D","DLA","YOUNG",0.00306744607375271
"110",2008-09-30,1.16712328767123,"R&D","MDA","YOUNG",0.129194908893709
"111",2008-09-30,1.16712328767123,"R&D","Additional
DoD
Components","YOUNG",0.0585082938720174
"112",2008-09-30,1.16712328767123,"Services (Non-R&D)","Army","YOUNG",2.50561678855748
"113",2008-09-30,1.16712328767123,"Services (Non-R&D)","Navy","YOUNG",1.29392286601952
"114",2008-09-30,1.16712328767123,"Services (Non-R&D)","Air Force","YOUNG",1.27489291582429
"115",2008-09-30,1.16712328767123,"Services (Non-R&D)","DLA","YOUNG",0.0372186145986985
"116",2008-09-30,1.16712328767123,"Services (Non-R&D)","MDA","YOUNG",0.0102339924078091
"117",2008-09-30,1.16712328767123,"Services (Non-R&D)","Military
Health","YOUNG",0.000366
"118",2008-09-30,1.16712328767123,"Services (Non-R&D)","Additional
DoD
Components","YOUNG",0.695286258991323
"119",2008-09-30,1.16712328767123,"Unlabeled","Army","YOUNG",0
"120",2008-09-30,1.25205479452055,"Products (All)","Army","YOUNG",2.97619936663774
"121",2008-09-30,1.25205479452055,"Products (All)","Navy","YOUNG",1.26702344701735
"122",2008-09-30,1.25205479452055,"Products (All)","Air Force","YOUNG",0.916183857136659
"123",2008-09-30,1.25205479452055,"Products (All)","DLA","YOUNG",1.71382311887202
"124",2008-09-30,1.25205479452055,"Products (All)","MDA","YOUNG",6.35140997830803e-06
"125",2008-09-30,1.25205479452055,"Products (All)","Military
Health","YOUNG",-2.7114967462039e-09
"126",2008-09-30,1.25205479452055,"Products (All)","Additional
DoD
Components","YOUNG",0.0997995950650759
"127",2008-09-30,1.25205479452055,"R&D","Army","YOUNG",0.0584749197071584
"128",2008-09-30,1.25205479452055,"R&D","Navy","YOUNG",0.250984107082429
"129",2008-09-30,1.25205479452055,"R&D","Air Force","YOUNG",0.408366321930586
"130",2008-09-30,1.25205479452055,"R&D","DLA","YOUNG",1.06290672451193e-05
"131",2008-09-30,1.25205479452055,"R&D","MDA","YOUNG",0.0325724718004338
"132",2008-09-30,1.25205479452055,"R&D","Additional
DoD
Components","YOUNG",0.0553571086008677
"133",2008-09-30,1.25205479452055,"Services (Non-R&D)","Army","YOUNG",2.29082753149675
"134",2008-09-30,1.25205479452055,"Services (Non-R&D)","Navy","YOUNG",1.21785922595445
"135",2008-09-30,1.25205479452055,"Services (Non-R&D)","Air Force","YOUNG",0.948976264913232
"136",2008-09-30,1.25205479452055,"Services (Non-R&D)","DLA","YOUNG",0.0431602718980477
"137",2008-09-30,1.25205479452055,"Services (Non-R&D)","MDA","YOUNG",0.0083415010845987
"138",2008-09-30,1.25205479452055,"Services (Non-R&D)","Military
Health","YOUNG",0.222710806724512
"139",2008-09-30,1.25205479452055,"Services (Non-R&D)","Additional
DoD
Components","YOUNG",0.593821402277657
"140",2008-09-30,1.25205479452055,"Unlabeled","Army","YOUNG",0
"141",2008-09-30,1.33698630136986,"Products (All)","Army","YOUNG",3.90568412408894
"142",2008-09-30,1.33698630136986,"Products (All)","Navy","YOUNG",1.98388957522777
"143",2008-09-30,1.33698630136986,"Products (All)","Air Force","YOUNG",1.14327695178959
"144",2008-09-30,1.33698630136986,"Products (All)","DLA","YOUNG",1.88356700460954
"145",2008-09-30,1.33698630136986,"Products (All)","MDA","YOUNG",0.000232318872017354
"146",2008-09-30,1.33698630136986,"Products (All)","Military
Health","YOUNG",2.72440347071584e-05
"147",2008-09-30,1.33698630136986,"Products (All)","Additional
DoD
Components","YOUNG",0.115769023167028
"148",2008-09-30,1.33698630136986,"R&D","Army","YOUNG",0.137246772548807
"149",2008-09-30,1.33698630136986,"R&D","Navy","YOUNG",0.174632304132321
"150",2008-09-30,1.33698630136986,"R&D","Air Force","YOUNG",0.433005457429501
"151",2008-09-30,1.33698630136986,"R&D","DLA","YOUNG",7.5409978308026e-05
"152",2008-09-30,1.33698630136986,"R&D","MDA","YOUNG",0.109147484815618
"153",2008-09-30,1.33698630136986,"R&D","Additional
DoD
Components","YOUNG",0.0879647046420824
"154",2008-09-30,1.33698630136986,"Services (Non-R&D)","Army","YOUNG",3.26437011515184
"155",2008-09-30,1.33698630136986,"Services (Non-R&D)","Navy","YOUNG",1.32058896160304
"156",2008-09-30,1.33698630136986,"Services (Non-R&D)","Air Force","YOUNG",1.85065592617137
"157",2008-09-30,1.33698630136986,"Services (Non-R&D)","DLA","YOUNG",0.0491856986008677
"158",2008-09-30,1.33698630136986,"Services (Non-R&D)","MDA","YOUNG",0.0101344642082429
"159",2008-09-30,1.33698630136986,"Services (Non-R&D)","Military
Health","YOUNG",0.00100410368763557
"160",2008-09-30,1.33698630136986,"Services (Non-R&D)","Additional
DoD
Components","YOUNG",0.525942026681128
"161",2008-09-30,1.33698630136986,"Unlabeled","Army","YOUNG",-9.76138828633406e-06
"162",2008-09-30,1.33698630136986,"Unlabeled","Navy","YOUNG",0
"163",2008-09-30,1.41643835616438,"Products (All)","Army","YOUNG",4.42706737798265
"164",2008-09-30,1.41643835616438,"Products (All)","Navy","YOUNG",3.67976490539046
"165",2008-09-30,1.41643835616438,"Products (All)","Air Force","YOUNG",0.932517676843818
"166",2008-09-30,1.41643835616438,"Products (All)","DLA","YOUNG",6.07710911086768
"167",2008-09-30,1.41643835616438,"Products (All)","MDA","YOUNG",0.000251690889370933
"168",2008-09-30,1.41643835616438,"Products (All)","Military
Health","YOUNG",5.0130021691974e-05
"169",2008-09-30,1.41643835616438,"Products (All)","Additional
DoD
Components","YOUNG",0.155879062722343
"170",2008-09-30,1.41643835616438,"R&D","Army","YOUNG",0.255434693590022
"171",2008-09-30,1.41643835616438,"R&D","Navy","YOUNG",0.259579682754881
"172",2008-09-30,1.41643835616438,"R&D","Air Force","YOUNG",0.318539247299349
"173",2008-09-30,1.41643835616438,"R&D","DLA","YOUNG",0.0026746431670282
"174",2008-09-30,1.41643835616438,"R&D","MDA","YOUNG",0.0394093942516269
"175",2008-09-30,1.41643835616438,"R&D","Additional
DoD
Components","YOUNG",0.0636755434056399
"176",2008-09-30,1.41643835616438,"Services (Non-R&D)","Army","YOUNG",3.87766763227766
"177",2008-09-30,1.41643835616438,"Services (Non-R&D)","Navy","YOUNG",1.95385304556399
"178",2008-09-30,1.41643835616438,"Services (Non-R&D)","Air Force","YOUNG",1.30262279375271
"179",2008-09-30,1.41643835616438,"Services (Non-R&D)","DLA","YOUNG",0.0827812744685466
"180",2008-09-30,1.41643835616438,"Services (Non-R&D)","MDA","YOUNG",0.00751144902386117
"181",2008-09-30,1.41643835616438,"Services (Non-R&D)","Military
Health","YOUNG",0
"182",2008-09-30,1.41643835616438,"Services (Non-R&D)","Additional
DoD
Components","YOUNG",0.836835450032538
"183",2008-09-30,1.41643835616438,"Unlabeled","Army","YOUNG",-0.000103398221258134
"184",2008-09-30,1.41643835616438,"Unlabeled","Navy","YOUNG",0
"185",2008-09-30,1.5013698630137,"Products (All)","Army","YOUNG",3.13796408545553
"186",2008-09-30,1.5013698630137,"Products (All)","Navy","YOUNG",1.67152396437093
"187",2008-09-30,1.5013698630137,"Products (All)","Air Force","YOUNG",1.15727550537961
"188",2008-09-30,1.5013698630137,"Products (All)","DLA","YOUNG",2.16386532399132
"189",2008-09-30,1.5013698630137,"Products (All)","MDA","YOUNG",0.000719373101952278
"190",2008-09-30,1.5013698630137,"Products (All)","Military
Health","YOUNG",0.000764177299349241
"191",2008-09-30,1.5013698630137,"Products (All)","Additional
DoD
Components","YOUNG",0.145370349739696
"192",2008-09-30,1.5013698630137,"R&D","Army","YOUNG",0.350758836019523
"193",2008-09-30,1.5013698630137,"R&D","Navy","YOUNG",0.252832611507592
"194",2008-09-30,1.5013698630137,"R&D","Air Force","YOUNG",0.476111787245119
"195",2008-09-30,1.5013698630137,"R&D","DLA","YOUNG",0.00312353786334056
"196",2008-09-30,1.5013698630137,"R&D","MDA","YOUNG",0.0239068893709328
"197",2008-09-30,1.5013698630137,"R&D","Additional
DoD
Components","YOUNG",0.0670724846312364
"198",2008-09-30,1.5013698630137,"Services (Non-R&D)","Army","YOUNG",3.38490732505423
"199",2008-09-30,1.5013698630137,"Services (Non-R&D)","Navy","YOUNG",1.82893934501085
"200",2008-09-30,1.5013698630137,"Services (Non-R&D)","Air Force","YOUNG",1.07492181533623
"201",2008-09-30,1.5013698630137,"Services (Non-R&D)","DLA","YOUNG",0.0991942055856833
"202",2008-09-30,1.5013698630137,"Services (Non-R&D)","MDA","YOUNG",0.00779661027114967
"203",2008-09-30,1.5013698630137,"Services (Non-R&D)","Military
Health","YOUNG",0.00951580780911063
"204",2008-09-30,1.5013698630137,"Services (Non-R&D)","Additional
DoD
Components","YOUNG",0.559059712646421
"205",2008-09-30,1.5013698630137,"Unlabeled","Army","YOUNG",1.62689804772234e-06
"206",2008-09-30,1.58356164383562,"Products (All)","Army","YOUNG",5.53504371011931
"207",2008-09-30,1.58356164383562,"Products (All)","Navy","YOUNG",2.58687500291757
"208",2008-09-30,1.58356164383562,"Products (All)","Air Force","YOUNG",1.3631016510846
"209",2008-09-30,1.58356164383562,"Products (All)","DLA","YOUNG",1.23457335912147
"210",2008-09-30,1.58356164383562,"Products (All)","MDA","YOUNG",0.000354498470715835
"211",2008-09-30,1.58356164383562,"Products (All)","Military
Health","YOUNG",4.00542299349241e-06
"212",2008-09-30,1.58356164383562,"Products (All)","Additional
DoD
Components","YOUNG",0.0939099174403471
"213",2008-09-30,1.58356164383562,"R&D","Army","YOUNG",0.271411671301518
"214",2008-09-30,1.58356164383562,"R&D","Navy","YOUNG",0.205533004859002
"215",2008-09-30,1.58356164383562,"R&D","Air Force","YOUNG",0.221132429436009
"216",2008-09-30,1.58356164383562,"R&D","DLA","YOUNG",0.000329904197396963
"217",2008-09-30,1.58356164383562,"R&D","MDA","YOUNG",0.10261640835141
"218",2008-09-30,1.58356164383562,"R&D","Additional
DoD
Components","YOUNG",0.0633066869088937
"219",2008-09-30,1.58356164383562,"Services (Non-R&D)","Army","YOUNG",2.62301907792842
"220",2008-09-30,1.58356164383562,"Services (Non-R&D)","Navy","YOUNG",1.23032734842733
"221",2008-09-30,1.58356164383562,"Services (Non-R&D)","Air Force","YOUNG",0.836421619316703
"222",2008-09-30,1.58356164383562,"Services (Non-R&D)","DLA","YOUNG",0.0803984234056399
"223",2008-09-30,1.58356164383562,"Services (Non-R&D)","MDA","YOUNG",0.00273410650759219
"224",2008-09-30,1.58356164383562,"Services (Non-R&D)","Military
Health","YOUNG",1.82126789587852e-05
"225",2008-09-30,1.58356164383562,"Services (Non-R&D)","Additional
DoD
Components","YOUNG",0.586681524750542
"226",2008-09-30,1.58356164383562,"Unlabeled","Army","YOUNG",-7.54479392624729e-07
"227",2008-09-30,1.58356164383562,"Unlabeled","Navy","YOUNG",0
"228",2008-09-30,1.66849315068493,"Products (All)","Army","YOUNG",2.84008512541215
"229",2008-09-30,1.66849315068493,"Products (All)","Navy","YOUNG",1.40689855182213
"230",2008-09-30,1.66849315068493,"Products (All)","Air Force","YOUNG",0.943469047158351
"231",2008-09-30,1.66849315068493,"Products (All)","DLA","YOUNG",3.56443910001085
"232",2008-09-30,1.66849315068493,"Products (All)","MDA","YOUNG",0.000246624555314534
"233",2008-09-30,1.66849315068493,"Products (All)","Military
Health","YOUNG",4.79212039045553e-05
"234",2008-09-30,1.66849315068493,"Products (All)","Additional
DoD
Components","YOUNG",0.148455120303688
"235",2008-09-30,1.66849315068493,"R&D","Army","YOUNG",0.231412330477223
"236",2008-09-30,1.66849315068493,"R&D","Navy","YOUNG",0.162772854587852
"237",2008-09-30,1.66849315068493,"R&D","Air Force","YOUNG",0.236920153221258
"238",2008-09-30,1.66849315068493,"R&D","DLA","YOUNG",0.00125221800433839
"239",2008-09-30,1.66849315068493,"R&D","MDA","YOUNG",0.0588566865509761
"240",2008-09-30,1.66849315068493,"R&D","Additional
DoD
Components","YOUNG",0.10768881197397
"241",2008-09-30,1.66849315068493,"Services (Non-R&D)","Army","YOUNG",4.20417697342733
"242",2008-09-30,1.66849315068493,"Services (Non-R&D)","Navy","YOUNG",1.52667499664859
"243",2008-09-30,1.66849315068493,"Services (Non-R&D)","Air Force","YOUNG",1.13489441126898
"244",2008-09-30,1.66849315068493,"Services (Non-R&D)","DLA","YOUNG",0.0956410435357918
"245",2008-09-30,1.66849315068493,"Services (Non-R&D)","MDA","YOUNG",0.00356950355748373
"246",2008-09-30,1.66849315068493,"Services (Non-R&D)","Military
Health","YOUNG",-0.000194027754880694
"247",2008-09-30,1.66849315068493,"Services (Non-R&D)","Additional
DoD
Components","YOUNG",0.782854786518438
"248",2008-09-30,1.66849315068493,"Unlabeled","Army","YOUNG",7.33600867678959e-05
"249",2008-09-30,1.66849315068493,"Unlabeled","Additional
DoD
Components","YOUNG",0
"250",2008-09-30,1.75068493150685,"Products (All)","Army","YOUNG",5.45831472816703
"251",2008-09-30,1.75068493150685,"Products (All)","Navy","YOUNG",2.91197678199566
"252",2008-09-30,1.75068493150685,"Products (All)","Air Force","YOUNG",0.642034583980477
"253",2008-09-30,1.75068493150685,"Products (All)","DLA","YOUNG",2.15054065117137
"254",2008-09-30,1.75068493150685,"Products (All)","MDA","YOUNG",0.00848203305856833
"255",2008-09-30,1.75068493150685,"Products (All)","Military
Health","YOUNG",0.000197099652928416
"256",2008-09-30,1.75068493150685,"Products (All)","Additional
DoD
Components","YOUNG",0.111673927798265
"257",2008-09-30,1.75068493150685,"R&D","Army","YOUNG",0.260330551127983
"258",2008-09-30,1.75068493150685,"R&D","Navy","YOUNG",0.221840314229935
"259",2008-09-30,1.75068493150685,"R&D","Air Force","YOUNG",0.240759053665944
"260",2008-09-30,1.75068493150685,"R&D","DLA","YOUNG",0.000664220173535792
"261",2008-09-30,1.75068493150685,"R&D","MDA","YOUNG",0.0548988609327549
"262",2008-09-30,1.75068493150685,"R&D","Additional
DoD
Components","YOUNG",0.102706979924078
"263",2008-09-30,1.75068493150685,"Services (Non-R&D)","Army","YOUNG",3.67463766841649
"264",2008-09-30,1.75068493150685,"Services (Non-R&D)","Navy","YOUNG",1.70763358579176
"265",2008-09-30,1.75068493150685,"Services (Non-R&D)","Air Force","YOUNG",1.06619847398048
"266",2008-09-30,1.75068493150685,"Services (Non-R&D)","DLA","YOUNG",0.0876485875596529
"267",2008-09-30,1.75068493150685,"Services (Non-R&D)","MDA","YOUNG",0.00242116476138829
"268",2008-09-30,1.75068493150685,"Services (Non-R&D)","Military
Health","YOUNG",0.0398325362689805
"269",2008-09-30,1.75068493150685,"Services (Non-R&D)","Additional
DoD
Components","YOUNG",0.584859973394794
"270",2008-09-30,1.75068493150685,"Unlabeled","Army","YOUNG",5.58079718004338e-05
"271",2008-09-30,1.83561643835616,"Products (All)","Army","YOUNG",6.31549015190889
"272",2008-09-30,1.83561643835616,"Products (All)","Navy","YOUNG",1.94797746334056
"273",2008-09-30,1.83561643835616,"Products (All)","Air Force","YOUNG",0.794469038817787
"274",2008-09-30,1.83561643835616,"Products (All)","DLA","YOUNG",3.55239844934924
"275",2008-09-30,1.83561643835616,"Products (All)","MDA","YOUNG",-1.44696963123644e-05
"276",2008-09-30,1.83561643835616,"Products (All)","Additional
DoD
Components","YOUNG",0.150787282700651
"277",2008-09-30,1.83561643835616,"R&D","Army","YOUNG",0.246745197548807
"278",2008-09-30,1.83561643835616,"R&D","Navy","YOUNG",0.135925099349241
"279",2008-09-30,1.83561643835616,"R&D","Air Force","YOUNG",0.358977128991323
"280",2008-09-30,1.83561643835616,"R&D","DLA","YOUNG",0.000457083557483731
"281",2008-09-30,1.83561643835616,"R&D","MDA","YOUNG",0.0564420010845987
"282",2008-09-30,1.83561643835616,"R&D","Additional
DoD
Components","YOUNG",0.0779679925921909
"283",2008-09-30,1.83561643835616,"Services (Non-R&D)","Army","YOUNG",3.98545261578091
"284",2008-09-30,1.83561643835616,"Services (Non-R&D)","Navy","YOUNG",2.07095076638829
"285",2008-09-30,1.83561643835616,"Services (Non-R&D)","Air Force","YOUNG",1.38929862013015
"286",2008-09-30,1.83561643835616,"Services (Non-R&D)","DLA","YOUNG",0.0869099261713666
"287",2008-09-30,1.83561643835616,"Services (Non-R&D)","MDA","YOUNG",0.00381256023861171
"288",2008-09-30,1.83561643835616,"Services (Non-R&D)","Military
Health","YOUNG",0.000113209544468547
"289",2008-09-30,1.83561643835616,"Services (Non-R&D)","Additional
DoD
Components","YOUNG",0.519481536507592
"290",2008-09-30,1.83561643835616,"Unlabeled","Army","YOUNG",0
"291",2008-09-30,1.83561643835616,"Unlabeled","DLA","YOUNG",0
"292",2008-09-30,1.92054794520548,"Products (All)","Army","YOUNG",12.986568377115
"293",2008-09-30,1.92054794520548,"Products (All)","Navy","YOUNG",6.65170803002169
"294",2008-09-30,1.92054794520548,"Products (All)","Air Force","YOUNG",3.11054900413232
"295",2008-09-30,1.92054794520548,"Products (All)","DLA","YOUNG",5.60753900956616
"296",2008-09-30,1.92054794520548,"Products (All)","MDA","YOUNG",0.000362729229934924
"297",2008-09-30,1.92054794520548,"Products (All)","Military
Health","YOUNG",0.00116684806941432
"298",2008-09-30,1.92054794520548,"Products (All)","Additional
DoD
Components","YOUNG",0.45954242005423
"299",2008-09-30,1.92054794520548,"R&D","Army","YOUNG",1.11981004273319
"300",2008-09-30,1.92054794520548,"R&D","Navy","YOUNG",0.627561284175705
"301",2008-09-30,1.92054794520548,"R&D","Air Force","YOUNG",0.64018433632321
"302",2008-09-30,1.92054794520548,"R&D","DLA","YOUNG",0.00326134414316703
"303",2008-09-30,1.92054794520548,"R&D","MDA","YOUNG",0.0570476684490239
"304",2008-09-30,1.92054794520548,"R&D","Additional
DoD
Components","YOUNG",0.0991889696637744
"305",2008-09-30,1.92054794520548,"Services (Non-R&D)","Army","YOUNG",16.1535059632429
"306",2008-09-30,1.92054794520548,"Services (Non-R&D)","Navy","YOUNG",7.32521452463124
"307",2008-09-30,1.92054794520548,"Services (Non-R&D)","Air Force","YOUNG",5.36209500286334
